Starting month,Cultivation Time,Min-Temp ,Max-Temp ,Rainfall Requirement,Humidity  ,Crops,Irrigation,dis,Soil,area ,production
6,5,23,33,914,64,Jowar,0,Madurai,3,2920,10702
6,5,25,31,647,62,Jowar,0,Madurai,1,670935,187862
6,5,24,32,796,68,Jowar,0,Madurai,2,492,54
6,5,25,32,847,72,Jowar,0,Madurai,3,12487,30830
6,5,25,29,914,57,Jowar,0,Madurai,1,1245,229
6,5,24,33,1045,65,Jowar,0,Madurai,2,6246,10718
6,5,23,33,1145,64,Jowar,0,Madurai,3,1216,662
6,5,25,31,1000,72,Jowar,0,Madurai,1,846,13250
6,5,24,32,785,47,Jowar,0,Madurai,2,340,15
6,5,25,32,788,58,Jowar,0,Madurai,3,3353,3547
6,5,25,29,778,78,Jowar,1,Madurai,1,17515,44891
6,5,24,33,874,65,Jowar,1,Madurai,2,245,83
6,5,23,33,679,64,Jowar,1,Madurai,3,1420,299
6,5,25,31,945,62,Jowar,1,Madurai,1,16,18
6,5,24,32,1024,68,Jowar,1,Madurai,2,74525,29572
6,5,25,32,1124,57,Jowar,1,Madurai,3,82,51
6,5,25,29,684,75,Jowar,1,Madurai,1,113,19
6,5,24,33,875,65,Jowar,1,Madurai,2,91,190
6,5,23,33,945,64,Jowar,1,Madurai,3,51461,15438
6,5,25,31,678,72,Jowar,1,Madurai,1,15060,19819
6,5,24,32,768,68,Jowar,1,Madurai,2,1560,844
6,5,25,32,945,58,Jowar,1,Madurai,3,21391,19444
6,5,25,29,1245,55,Jowar,1,Madurai,1,7,2
6,5,24,33,648,65,Jowar,1,Madurai,2,1212,6787
6,5,23,33,788,41,Jowar,1,Madurai,3,22,7
6,5,25,31,801,62,Jowar,1,Madurai,1,535,11180
6,5,24,32,945,68,Jowar,1,Madurai,2,17,3
6,5,25,32,1110,45,Jowar,1,Madurai,3,614,986
6,5,25,29,1068,75,Jowar,1,Madurai,1,10826,25463
6,5,24,33,945,65,Jowar,1,Madurai,2,307,11
6,5,23,33,678,57,Jowar,1,Madurai,3,70,13
6,5,25,31,801,72,Jowar,1,Madurai,1,414,123
6,5,24,32,796,68,Jowar,1,Madurai,2,266,189
6,5,25,32,648,58,Jowar,1,Madurai,3,36,1302
6,5,25,29,574,65,Jowar,1,Madurai,1,101,873
6,5,24,33,1347,65,Jowar,1,Madurai,2,1129,19414
6,5,23,33,1045,64,Jowar,1,Madurai,3,706,11959
6,5,25,31,946,55,Jowar,1,Madurai,1,839,3285828
6,5,24,32,678,68,Jowar,1,Madurai,2,5646,610
6,5,25,32,724,72,Jowar,1,Madurai,3,51,0
6,5,25,29,486,48,Jowar,1,Madurai,1,118,2048
6,5,24,33,675,65,Jowar,1,Madurai,2,3935,58337
6,5,23,33,852,64,Jowar,1,Madurai,3,13441,224640
6,5,25,31,798,72,Jowar,1,Madurai,1,3241,3586
6,5,24,32,835,68,Jowar,1,Madurai,2,1783,0
6,5,25,32,915,58,Jowar,1,Madurai,3,1381,60038
6,5,25,29,700,78,Jowar,1,Madurai,1,1466,83767
6,5,24,33,1000,65,Jowar,1,Madurai,2,454,32386
6,5,23,33,914,64,Jowar,1,Madurai,3,30,217
6,5,25,31,647,62,Jowar,1,Madurai,1,20,25
6,5,24,32,796,68,Jowar,1,Madurai,2,2827,17509
6,5,25,32,847,72,Jowar,1,Madurai,3,32752,7893
6,5,25,29,914,57,Jowar,1,Madurai,1,1021,403
6,5,24,33,1045,65,Jowar,1,Madurai,2,1578,923
6,5,23,33,1145,64,Jowar,1,Madurai,3,8933,7041
6,5,25,31,1000,72,Jowar,1,Madurai,1,3402,11288
6,5,24,32,785,47,Jowar,1,Madurai,2,857823,684543
6,5,25,32,788,58,Jowar,1,Madurai,3,421,121
6,18,24,32,465,48,Sugarcane,1,Madurai,1,4300,5693
6,18,25,31,675,56,Sugarcane,1,Madurai,2,3495,10031
6,18,24,32,758,34,Sugarcane,1,Madurai,3,1464,545
6,18,23,34,345,25,Sugarcane,1,Madurai,1,1324,24824
6,18,25,34,268,75,Sugarcane,1,Madurai,2,1605,172
6,18,24,32,945,48,Sugarcane,1,Madurai,3,3166,5860
6,18,24,32,234,56,Sugarcane,1,Madurai,1,24335,85051
6,18,25,31,945,55,Sugarcane,1,Madurai,2,661,307
6,18,24,32,480,67,Sugarcane,1,Madurai,3,1131,691
6,18,23,34,614,74,Sugarcane,1,Madurai,1,56819,34209
6,18,25,34,514,55,Sugarcane,1,Madurai,2,76,37
6,18,24,32,742,44,Sugarcane,1,Madurai,3,62,24
6,18,24,32,801,34,Sugarcane,1,Madurai,1,155,754
6,18,25,31,315,23,Sugarcane,1,Madurai,2,42106,9516
6,18,24,32,234,78,Sugarcane,1,Madurai,3,14500,21736
6,18,23,34,195,43,Sugarcane,1,Madurai,1,226,30
6,18,25,34,452,51,Sugarcane,1,Madurai,2,11871,14269
6,18,24,32,684,29,Sugarcane,1,Madurai,3,34,4
6,18,24,32,754,51,Sugarcane,1,Madurai,1,3572,25822
6,18,25,31,501,49,Sugarcane,1,Madurai,2,3,1
6,18,24,32,452,28,Sugarcane,1,Madurai,3,234,4830
6,18,23,34,625,34,Sugarcane,1,Madurai,1,397,897
6,18,25,34,342,44,Sugarcane,1,Madurai,2,9240,21622
6,18,24,32,578,78,Sugarcane,1,Madurai,3,186,10
6,18,24,32,954,48,Sugarcane,1,Madurai,1,36,17
6,18,25,31,234,54,Sugarcane,1,Madurai,2,27228,9530
6,18,24,32,384,67,Sugarcane,1,Madurai,3,393,88
6,18,23,34,507,84,Sugarcane,1,Madurai,1,324,16897
6,18,25,34,415,51,Sugarcane,1,Madurai,2,837,6413350
6,18,24,32,315,34,Sugarcane,1,Madurai,3,2439,290
6,18,24,32,234,48,Sugarcane,1,Madurai,1,2,20
6,18,25,31,756,65,Sugarcane,1,Madurai,2,400,34072
6,18,24,32,845,74,Sugarcane,1,Madurai,3,33,68
6,18,23,34,564,43,Sugarcane,1,Madurai,1,49,53
6,18,25,34,258,64,Sugarcane,1,Madurai,2,4,36
6,18,24,32,452,57,Sugarcane,1,Madurai,3,35013,23704
6,18,24,32,456,49,Sugarcane,1,Madurai,1,993,1888
6,18,25,31,657,51,Sugarcane,1,Madurai,2,2081,1521
6,18,24,32,519,64,Sugarcane,1,Madurai,3,3295,3450
6,18,23,34,647,43,Sugarcane,1,Madurai,1,2178,6175
6,18,25,34,725,64,Sugarcane,1,Madurai,2,877029,362213
6,18,24,32,490,74,Sugarcane,1,Madurai,3,410,107
6,18,24,32,514,80,Sugarcane,1,Madurai,1,3759,3879
6,18,25,31,325,45,Sugarcane,1,Madurai,2,5958,21538
6,18,24,32,467,64,Sugarcane,1,Madurai,3,1078,747
6,18,23,34,547,34,Sugarcane,1,Madurai,1,985,17025
6,18,25,34,312,52,Sugarcane,1,Madurai,2,1429,301
6,18,24,32,145,61,Sugarcane,1,Madurai,3,2303,4394
6,18,24,32,524,74,Sugarcane,1,Madurai,1,25008,69972
6,18,25,31,325,50,Sugarcane,1,Madurai,2,854,455
6,18,24,32,480,61,Sugarcane,1,Madurai,3,421,232
6,18,23,34,512,71,Sugarcane,1,Madurai,1,69,24
6,18,25,34,674,42,Sugarcane,1,Madurai,2,66,125
6,18,24,32,845,31,Sugarcane,1,Madurai,3,58,214
6,18,24,32,234,28,Sugarcane,1,Madurai,1,49105,48172
6,18,25,31,158,67,Sugarcane,1,Madurai,2,22006,29752
6,18,24,32,480,54,Sugarcane,1,Madurai,3,205,77
6,18,23,34,452,32,Sugarcane,1,Madurai,1,12931,9970
6,18,25,34,348,49,Sugarcane,1,Madurai,2,29,11
6,18,24,32,470,68,Sugarcane,1,Madurai,3,1435,10721
6,18,24,32,648,55,Sugarcane,1,Madurai,1,16,5
6,18,25,31,721,50,Sugarcane,1,Madurai,2,381,9063
6,18,24,32,345,49,Sugarcane,1,Madurai,3,472,752
6,18,23,34,657,29,Sugarcane,1,Madurai,1,23142,55587
6,18,25,34,512,34,Sugarcane,1,Madurai,2,162,33
6,18,24,32,470,55,Sugarcane,1,Madurai,3,11,7
6,18,24,32,351,50,Sugarcane,1,Madurai,1,297,175
6,18,25,31,312,49,Sugarcane,1,Madurai,2,268,214
6,18,24,32,685,50,Sugarcane,1,Madurai,3,303,16231
6,18,23,34,724,67,Sugarcane,1,Madurai,1,836,3358992
6,18,25,34,841,78,Sugarcane,1,Madurai,2,2962,900
6,18,24,32,325,34,Sugarcane,1,Madurai,3,227,20612
6,5,19,32,828,73,Jowar,0,Dindigul,1,48677,8401
6,5,24,27,567,72,Jowar,0,Dindigul,2,23,121
6,5,20,28,648,64,Jowar,0,Dindigul,3,1,1
6,5,18,30,748,84,Jowar,0,Dindigul,1,2,15
6,5,17,32,847,54,Jowar,0,Dindigul,2,26244,3543
6,5,24,29,947,56,Jowar,0,Dindigul,3,620,189
6,5,25,31,1000,90,Jowar,0,Dindigul,1,899,451
6,5,22,33,514,84,Jowar,0,Dindigul,2,1506,1940
6,5,22,34,432,76,Jowar,0,Dindigul,3,1754,5658
6,5,23,36,674,72,Jowar,0,Dindigul,1,644007,43148
6,5,24,37,724,81,Jowar,0,Dindigul,2,1021,182
6,5,21,35,315,64,Jowar,0,Dindigul,3,18043,7813
6,5,19,33,471,51,Jowar,0,Dindigul,1,4877,20181
6,5,24,28,658,49,Jowar,0,Dindigul,2,788,98
6,5,20,29,715,54,Jowar,0,Dindigul,3,869,9423
6,5,18,30,314,67,Jowar,0,Dindigul,1,742,135
6,5,17,31,625,84,Jowar,0,Dindigul,2,2035,3696
6,5,24,30,412,79,Jowar,0,Dindigul,3,22349,67427
6,5,25,29,754,73,Jowar,0,Dindigul,1,450,48
6,5,22,28,827,64,Jowar,0,Dindigul,2,69,26
6,5,22,27,945,75,Jowar,0,Dindigul,3,141,43
6,5,23,30,1024,91,Jowar,0,Dindigul,1,10,37
6,5,24,32,1115,73,Jowar,0,Dindigul,2,83533,30739
6,5,21,31,1345,82,Jowar,0,Dindigul,3,18104,18991
6,5,19,33,915,67,Jowar,0,Dindigul,1,1779,882
6,5,24,28,847,57,Jowar,0,Dindigul,2,24944,15440
6,5,20,29,647,55,Jowar,0,Dindigul,3,15,4
6,5,18,26,754,72,Jowar,0,Dindigul,1,3120,23640
6,5,17,32,523,61,Jowar,0,Dindigul,2,139,52
6,5,24,30,684,81,Jowar,0,Dindigul,3,167,4075
6,5,25,31,745,86,Jowar,0,Dindigul,1,386,532
6,5,22,31,982,72,Jowar,0,Dindigul,2,10846,31974
6,5,22,28,1024,61,Jowar,0,Dindigul,3,72,28
6,5,23,28,1145,53,Jowar,0,Dindigul,1,24,19
6,5,24,29,828,49,Jowar,0,Dindigul,2,190,50
6,5,21,35,835,74,Jowar,0,Dindigul,3,217,150
6,5,19,34,512,60,Jowar,0,Dindigul,1,289,14141
6,5,24,27,679,74,Jowar,0,Dindigul,2,790,6404076
6,5,20,36,734,52,Jowar,0,Dindigul,3,1389,385
6,5,18,30,945,59,Jowar,0,Dindigul,1,339,30937
6,5,21,32,1045,60,Jowar,0,Dindigul,2,60751,23561
6,5,24,29,952,74,Jowar,0,Dindigul,3,25,137
6,5,25,34,890,80,Jowar,0,Dindigul,1,1,8
6,5,22,35,732,76,Jowar,0,Dindigul,2,37000,17000
6,5,22,29,1245,71,Jowar,0,Dindigul,3,1000,3000
6,5,23,28,1342,64,Jowar,0,Dindigul,1,2000,1000
6,5,24,28,1110,55,Jowar,0,Dindigul,2,3000,2000
6,5,20,35,828,67,Jowar,0,Dindigul,3,2000,9000
6,5,19,32,828,73,Jowar,1,Dindigul,1,876000,1102000
6,5,24,27,567,72,Jowar,1,Dindigul,2,4000,3000
6,5,20,28,648,64,Jowar,1,Dindigul,3,7000,32000
6,5,18,30,748,84,Jowar,1,Dindigul,1,1000,6897
6,5,17,32,847,54,Jowar,1,Dindigul,2,2000,38000
6,5,24,29,947,56,Jowar,1,Dindigul,3,2000,4000
6,5,25,31,1000,90,Jowar,1,Dindigul,1,30000,95000
6,5,22,33,514,84,Jowar,1,Dindigul,2,19000,10000
6,5,22,34,432,76,Jowar,1,Dindigul,3,75000,78000
6,5,23,36,674,72,Jowar,1,Dindigul,1,21000,28000
6,5,24,37,724,81,Jowar,1,Dindigul,2,1000,5000
6,5,21,35,315,64,Jowar,1,Dindigul,3,12000,8000
6,5,19,33,471,51,Jowar,1,Dindigul,1,6000,48000
6,5,24,28,658,49,Jowar,1,Dindigul,2,14000,37000
6,5,20,29,715,54,Jowar,1,Dindigul,3,26000,20000
6,5,18,30,314,67,Jowar,1,Dindigul,1,34067,13150
6,5,17,31,625,84,Jowar,1,Dindigul,2,743,1011
6,5,24,30,412,79,Jowar,1,Dindigul,3,886,668
6,5,25,29,754,73,Jowar,1,Dindigul,1,1611,1241
6,5,22,28,827,64,Jowar,1,Dindigul,2,1574,5506
6,5,22,27,945,75,Jowar,1,Dindigul,3,853577,75115
6,5,23,30,1024,91,Jowar,1,Dindigul,1,295,165
6,5,24,32,1115,73,Jowar,1,Dindigul,2,1782,2204
6,5,21,31,1345,82,Jowar,1,Dindigul,3,6041,20896
6,5,19,33,915,67,Jowar,1,Dindigul,1,629,245
6,5,24,28,847,57,Jowar,1,Dindigul,2,1376,23531
6,5,20,29,647,55,Jowar,1,Dindigul,3,60,30
6,5,18,26,754,72,Jowar,1,Dindigul,1,1460,3678
6,5,17,32,523,61,Jowar,1,Dindigul,2,30306,94615
6,5,24,30,684,81,Jowar,1,Dindigul,3,112,88
6,5,25,31,745,86,Jowar,1,Dindigul,1,182,248
6,5,22,31,982,72,Jowar,1,Dindigul,2,26,35
6,5,22,28,1024,61,Jowar,1,Dindigul,3,73055,68379
6,5,23,28,1145,53,Jowar,1,Dindigul,1,16879,24897
6,5,24,29,828,49,Jowar,1,Dindigul,2,205,136
6,5,21,35,835,74,Jowar,1,Dindigul,3,12501,6951
6,5,19,34,512,60,Jowar,1,Dindigul,1,14,5
6,5,24,27,679,74,Jowar,1,Dindigul,2,3658,32300
6,5,20,36,734,52,Jowar,1,Dindigul,3,173,4129
6,5,18,30,945,59,Jowar,1,Dindigul,1,336,630
6,5,21,32,1045,60,Jowar,1,Dindigul,2,18416,49815
6,5,24,29,952,74,Jowar,1,Dindigul,3,113,44
6,5,25,34,890,80,Jowar,1,Dindigul,1,164,217
6,5,22,35,732,76,Jowar,1,Dindigul,2,325,232
6,5,22,29,1245,71,Jowar,1,Dindigul,3,3603,160939
6,5,23,28,1342,64,Jowar,1,Dindigul,1,786,7141464
6,5,24,28,1110,55,Jowar,1,Dindigul,2,3766,1288
6,5,20,35,828,67,Jowar,1,Dindigul,3,131,12305
10,8,21,26,57,42,Wheat,1,Dindigul,1,42268,26305
10,8,19,24,64,35,Wheat,1,Dindigul,1,99,158
10,8,20,28,86,41,Wheat,1,Dindigul,3,4,40
10,8,18,30,73,46,Wheat,1,Dindigul,3,20269,5919
10,8,17,34,45,37,Wheat,1,Dindigul,3,1722,3167
10,8,20,29,34,50,Wheat,1,Dindigul,1,1332,663
10,8,22,31,57,42,Wheat,1,Dindigul,1,2063,1226
10,8,21,30,61,39,Wheat,1,Dindigul,1,1604,4031
10,8,19,29,73,50,Wheat,1,Dindigul,3,510874,113925
10,8,18,27,86,47,Wheat,1,Dindigul,3,5848,3982
10,8,17,32,94,57,Wheat,1,Dindigul,3,41409,25881
10,8,16,33,56,31,Wheat,1,Dindigul,1,8852,43924
10,8,18,30,72,48,Wheat,1,Dindigul,1,448,115
10,8,15,31,85,58,Wheat,1,Dindigul,3,1663,29811
10,8,21,27,81,51,Wheat,1,Dindigul,3,57,17
10,8,20,36,46,38,Wheat,1,Dindigul,3,2420,3780
10,8,19,39,35,38,Wheat,1,Dindigul,1,32226,101512
10,8,21,35,39,41,Wheat,1,Dindigul,1,1045,63
10,8,19,30,46,41,Wheat,1,Dindigul,1,24,20
10,8,20,31,49,61,Wheat,1,Dindigul,3,30,9
10,8,18,29,57,46,Wheat,1,Dindigul,3,316,92
10,8,19,30,84,58,Wheat,1,Dindigul,3,45,83
10,8,18,29,67,55,Wheat,1,Dindigul,1,92936,107248
10,8,21,26,77,57,Wheat,1,Dindigul,1,19507,28051
10,8,19,24,94,35,Wheat,1,Dindigul,3,4935,3420
10,8,20,28,100,41,Wheat,1,Dindigul,3,17721,14283
10,8,18,30,73,46,Wheat,1,Dindigul,3,4615,33736
10,8,17,34,46,37,Wheat,1,Dindigul,1,8,3
10,8,20,29,49,50,Wheat,1,Dindigul,1,230,5665
10,8,22,31,59,42,Wheat,1,Dindigul,3,1122,2458
10,8,21,30,68,39,Wheat,1,Dindigul,3,8,5434
10,8,19,29,77,50,Wheat,1,Dindigul,3,19428,46899
10,8,18,27,86,47,Wheat,1,Dindigul,1,46,20
10,8,17,32,94,42,Wheat,1,Dindigul,1,17,13
10,8,16,33,56,31,Wheat,1,Dindigul,1,179,97
10,8,18,30,72,48,Wheat,1,Dindigul,3,356,169
10,8,15,31,85,33,Wheat,1,Dindigul,3,5010,265981
10,8,21,27,64,51,Wheat,1,Dindigul,3,725,4247685
10,8,20,36,71,67,Wheat,1,Dindigul,1,4470,1797
10,8,19,39,49,38,Wheat,1,Dindigul,1,112,9968
10,8,21,35,84,41,Wheat,1,Dindigul,3,55286,33503
10,8,19,30,95,41,Wheat,1,Dindigul,3,13,77
10,8,20,31,100,36,Wheat,1,Dindigul,3,700,1179
10,8,18,29,64,46,Wheat,1,Dindigul,1,66013,11156
10,8,19,30,86,58,Wheat,1,Dindigul,1,2010,1465
10,8,18,29,67,55,Wheat,1,Dindigul,1,4328,3795
10,8,21,26,57,59,Wheat,1,Dindigul,3,4338,2977
10,8,19,24,87,35,Wheat,1,Dindigul,3,1968,7307
10,8,20,28,48,41,Wheat,1,Dindigul,3,814077,446928
10,8,18,30,64,46,Wheat,1,Dindigul,1,655,317
10,8,17,34,76,67,Wheat,1,Dindigul,1,2606,2069
10,8,20,29,87,50,Wheat,1,Dindigul,3,10726,51174
10,8,22,31,93,42,Wheat,1,Dindigul,3,32,286
10,8,21,30,101,39,Wheat,1,Dindigul,3,791,251
10,8,19,29,73,50,Wheat,1,Dindigul,1,1620,26924
10,8,18,27,86,47,Wheat,1,Dindigul,1,1,7698
10,8,17,32,94,42,Wheat,1,Dindigul,3,1876,3343
10,8,16,33,56,31,Wheat,1,Dindigul,3,34973,102007
10,8,18,30,72,48,Wheat,1,Dindigul,3,371,345
10,8,15,31,85,33,Wheat,1,Dindigul,1,1682,2866
10,8,21,27,64,59,Wheat,1,Dindigul,1,14,6
10,8,20,36,51,38,Wheat,1,Dindigul,1,5,4
10,8,19,39,49,38,Wheat,1,Dindigul,3,94240,73601
10,8,21,35,67,41,Wheat,1,Dindigul,3,19993,34068
10,8,19,30,88,41,Wheat,1,Dindigul,3,1527,860
10,8,20,31,73,36,Wheat,1,Dindigul,1,13274,8296
10,8,18,29,88,46,Wheat,1,Dindigul,1,4750,43306
10,8,19,30,91,58,Wheat,1,Dindigul,3,83,29
10,8,18,29,104,55,Wheat,1,Dindigul,3,306,8233
7,9,19,31,312,53,Bajra,1,Dindigul,2,556,831
7,9,20,30,110,49,Bajra,1,Dindigul,2,24828,69394
7,9,21,30,412,31,Bajra,1,Dindigul,2,45,31
7,9,19,29,512,64,Bajra,1,Dindigul,2,559,299
7,9,18,31,390,72,Bajra,1,Dindigul,2,131,171
7,9,21,30,420,38,Bajra,1,Dindigul,2,409,182
7,9,22,29,214,43,Bajra,1,Dindigul,2,4416,223825
7,9,18,30,672,56,Bajra,1,Dindigul,2,5323,3604
7,9,19,31,286,23,Bajra,1,Dindigul,2,21,236
7,9,17,30,190,37,Bajra,1,Dindigul,2,235,20981
7,9,21,31,316,53,Bajra,1,Dindigul,2,17615,14072
7,9,20,30,497,42,Bajra,1,Dindigul,2,4,51
7,9,17,30,562,61,Bajra,1,Dindigul,2,174,282
7,9,19,29,346,72,Bajra,1,Dindigul,2,13,102
7,9,16,31,400,34,Bajra,1,Dindigul,2,51728,4293
7,9,24,29,168,47,Bajra,1,Dindigul,2,2614,3307
7,9,25,30,265,50,Bajra,1,Dindigul,2,30203,1843
7,9,19,28,317,64,Bajra,1,Dindigul,2,19299,12069
7,9,20,30,250,77,Bajra,1,Dindigul,2,846,150
7,9,21,30,268,55,Bajra,1,Dindigul,2,4101,10425
7,9,19,29,503,50,Bajra,1,Dindigul,2,733960,174682
7,9,18,31,390,43,Bajra,1,Dindigul,2,1212,645
7,9,21,30,420,38,Bajra,1,Dindigul,2,7190,7535
7,9,22,29,684,50,Bajra,1,Dindigul,2,25447,63465
7,9,18,30,134,48,Bajra,1,Dindigul,2,15,117
7,9,19,29,286,61,Bajra,1,Dindigul,2,785,504
7,9,17,30,320,72,Bajra,1,Dindigul,2,2757,39563
7,9,21,31,245,32,Bajra,1,Dindigul,2,3,1
7,9,20,30,429,29,Bajra,1,Dindigul,2,50,1007
7,9,17,34,516,46,Bajra,1,Dindigul,2,1574,2679
7,9,19,29,345,51,Bajra,1,Dindigul,2,37720,94531
7,9,16,31,400,68,Bajra,1,Dindigul,2,1092,714
7,9,24,34,295,77,Bajra,1,Dindigul,2,1656,2676
7,9,22,30,365,54,Bajra,1,Dindigul,2,32,17
7,9,19,31,110,62,Bajra,1,Dindigul,2,17,1
7,9,20,34,250,34,Bajra,1,Dindigul,2,116,147
7,9,21,28,318,67,Bajra,1,Dindigul,2,15,12
7,9,19,29,468,59,Bajra,1,Dindigul,2,64,83
7,9,18,31,587,41,Bajra,1,Dindigul,2,68483,38008
7,9,21,32,137,32,Bajra,1,Dindigul,2,19876,32696
7,9,22,33,270,67,Bajra,1,Dindigul,2,986,577
7,9,18,34,342,56,Bajra,1,Dindigul,2,7907,3882
7,9,19,31,437,38,Bajra,1,Dindigul,2,6208,48168
7,9,17,30,500,48,Bajra,1,Dindigul,2,132,79
7,9,21,31,268,53,Bajra,1,Dindigul,2,208,4259
7,9,20,30,316,62,Bajra,1,Dindigul,2,1695,3421
7,9,17,29,401,77,Bajra,1,Dindigul,2,10948,25542
7,9,19,35,567,55,Bajra,1,Dindigul,2,84,63
7,9,16,31,109,42,Bajra,1,Dindigul,2,10,7
7,9,21,29,295,38,Bajra,1,Dindigul,2,446,313
7,9,19,30,319,54,Bajra,1,Dindigul,2,75,100
6,18,19,32,512,46,Sugarcane,1,Coimbatore,1,541,267
6,18,20,30,527,37,Sugarcane,1,Coimbatore,2,8000,505176
6,18,23,32,648,57,Sugarcane,1,Coimbatore,3,895,7165320
6,18,21,33,786,62,Sugarcane,1,Coimbatore,1,2399,1327
6,18,18,29,467,71,Sugarcane,1,Coimbatore,2,18,181
6,18,17,30,865,49,Sugarcane,1,Coimbatore,3,410,39186
6,18,19,33,318,56,Sugarcane,1,Coimbatore,1,13277,12094
6,18,19,31,529,74,Sugarcane,1,Coimbatore,2,2,26
6,18,21,32,678,68,Sugarcane,1,Coimbatore,3,140,226
6,18,20,32,764,42,Sugarcane,1,Coimbatore,1,321,2645
6,18,20,30,468,51,Sugarcane,1,Coimbatore,2,558,302
6,18,22,33,527,67,Sugarcane,1,Coimbatore,2,56586,8035
6,18,23,34,438,84,Sugarcane,1,Coimbatore,3,2176,1456
6,18,24,32,315,39,Sugarcane,1,Coimbatore,1,451,8211
6,18,21,30,527,46,Sugarcane,1,Coimbatore,2,24154,9179
6,18,18,31,648,59,Sugarcane,1,Coimbatore,3,2,1
6,18,17,30,786,67,Sugarcane,1,Coimbatore,1,27566,35511
6,18,19,34,511,71,Sugarcane,1,Coimbatore,2,586,36
6,18,19,29,312,80,Sugarcane,1,Coimbatore,3,2736,5603
6,18,18,28,451,56,Sugarcane,1,Coimbatore,1,238,7606
6,18,24,30,529,37,Sugarcane,1,Coimbatore,2,708708,295531
6,18,23,31,678,46,Sugarcane,1,Coimbatore,3,848,589
6,18,24,34,764,58,Sugarcane,1,Coimbatore,1,7599,6930
6,18,21,35,468,37,Sugarcane,1,Coimbatore,2,422,3752
6,18,25,30,527,59,Sugarcane,1,Coimbatore,3,7,3
6,18,18,28,314,68,Sugarcane,1,Coimbatore,1,22039,63516
6,18,19,29,421,79,Sugarcane,1,Coimbatore,2,6276,57601
6,18,19,30,527,64,Sugarcane,1,Coimbatore,3,481,266
6,18,18,32,648,51,Sugarcane,1,Coimbatore,1,1548,25393
6,18,17,33,786,46,Sugarcane,1,Coimbatore,2,447,17197
6,18,24,31,511,39,Sugarcane,1,Coimbatore,3,1279,17671
6,18,21,32,865,56,Sugarcane,1,Coimbatore,1,1589,2336
6,18,23,34,618,56,Sugarcane,1,Coimbatore,2,22056,58691
6,18,21,35,617,74,Sugarcane,1,Coimbatore,3,2106,41876
6,18,20,29,764,68,Sugarcane,1,Coimbatore,1,1343,1613
6,18,20,38,845,58,Sugarcane,1,Coimbatore,2,919,1671
6,18,19,30,527,47,Sugarcane,1,Coimbatore,2,76,6954
6,18,18,30,619,51,Sugarcane,1,Coimbatore,3,6121,5197
6,18,19,34,734,53,Sugarcane,1,Coimbatore,1,10,14
6,18,20,31,384,34,Sugarcane,1,Coimbatore,2,2552,38561
6,18,24,32,467,41,Sugarcane,1,Coimbatore,3,65,728
6,18,21,32,648,57,Sugarcane,1,Coimbatore,1,31,29
6,18,20,34,786,62,Sugarcane,1,Coimbatore,2,20,13
6,18,22,35,511,71,Sugarcane,1,Coimbatore,3,251,4570
6,18,23,32,365,49,Sugarcane,1,Coimbatore,1,232,88
6,18,24,31,475,56,Sugarcane,1,Coimbatore,2,2606,1631
6,18,22,34,529,64,Sugarcane,1,Coimbatore,3,77,99
6,18,18,29,678,59,Sugarcane,1,Coimbatore,1,81,74
6,18,17,28,527,84,Sugarcane,1,Coimbatore,2,70,159
6,18,19,30,468,37,Sugarcane,1,Coimbatore,3,89676,77301
6,18,20,31,674,64,Sugarcane,1,Coimbatore,1,20987,34419
6,18,24,32,438,43,Sugarcane,1,Coimbatore,2,1997,1322
5,9,23,32,529,47,Cotton,0,Coimbatore,2,5795,3141
5,9,22,31,467,57,Cotton,0,Coimbatore,3,7070,50098
5,9,19,31,318,67,Cotton,0,Coimbatore,2,117,79
5,9,24,33,515,64,Cotton,0,Coimbatore,3,84,1195
5,9,25,34,487,29,Cotton,0,Coimbatore,2,36,634
5,9,23,31,681,28,Cotton,0,Coimbatore,3,823,1227
5,9,21,31,429,34,Cotton,0,Coimbatore,2,6998,17768
5,9,22,32,348,47,Cotton,0,Coimbatore,3,20,33
5,9,20,34,654,51,Cotton,0,Coimbatore,2,15,18
5,9,19,33,498,67,Cotton,0,Coimbatore,3,4459,1904
5,9,23,30,754,77,Cotton,0,Coimbatore,2,7,67
5,9,22,35,648,69,Cotton,0,Coimbatore,3,115,178
5,9,24,36,354,55,Cotton,0,Coimbatore,2,1395,31096
5,9,25,34,514,62,Cotton,0,Coimbatore,3,153,156
5,9,23,35,486,38,Cotton,0,Coimbatore,2,134,151
5,9,22,34,346,29,Cotton,0,Coimbatore,3,646,5571000
5,9,24,33,765,37,Cotton,0,Coimbatore,2,453,186
5,9,22,32,845,26,Cotton,0,Coimbatore,3,49932,9287
5,9,23,36,675,44,Cotton,0,Coimbatore,2,1332,1227
5,9,24,31,529,37,Cotton,0,Coimbatore,3,407,8624
5,9,23,30,467,74,Cotton,0,Coimbatore,2,2,38
5,9,24,34,529,43,Cotton,0,Coimbatore,3,9,3
5,9,24,31,634,56,Cotton,0,Coimbatore,2,11416,5366
5,9,26,32,721,69,Cotton,0,Coimbatore,3,37661,77316
5,9,24,30,462,55,Cotton,0,Coimbatore,2,527,253
5,9,24,33,385,43,Cotton,0,Coimbatore,2,2647,3965
5,9,25,34,470,32,Cotton,0,Coimbatore,3,247,5644
5,9,23,35,515,52,Cotton,0,Coimbatore,2,711145,286591
